Image Link,Title,Description,Main Category,Sub Category 1,Sub Category 2,color,Measure,price
http://www.manhard.eu/upload/webshop/default_020504054.jpg?uid=0.3021509,Smal,"VICTORINOX blokmes, smal",Messen,VICTORINOX messen,blokmes,Zwart,18 cm,"€ 17,75"
http://www.manhard.eu/upload/webshop/default_020504054.jpg?uid=0.3021509,Smal,"VICTORINOX blokmes, smal",Messen,VICTORINOX messen,blokmes,Geel,15 cm,"€ 17,08"
http://www.manhard.eu/upload/webshop/default_020504054.jpg?uid=0.3021509,Smal,"VICTORINOX blokmes, smal",Messen,VICTORINOX messen,blokmes,Geel,18 cm,"€ 17,95"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,16 cm,"€ 14,12"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,18 cm,"€ 15,76"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,20 cm,"€ 18,06"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,23 cm,"€ 18,15"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,26 cm,"€ 21,08"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,28 cm,"€ 25,04"
http://www.manhard.eu/upload/webshop/default_020503065.jpg?uid=0.5330469,Voorsnijmes,VICTORINOX voorsnijmes,Messen,VICTORINOX messen,Voorsnijmes,Zwart,31 cm,"€ 27,6"
http://www.manhard.eu/upload/webshop/default_020502065.jpg?uid=0.4305078,Spitse punt,"VICTORINOX steekmes, spitse punt",Messen,VICTORINOX messen,Steekmes,Zwart,12 cm,"€ 13,28"
http://www.manhard.eu/upload/webshop/default_020502065.jpg?uid=0.4305078,Spitse punt,"VICTORINOX steekmes, spitse punt",Messen,VICTORINOX messen,Steekmes,Zwart,14 cm,"€ 11,85"
http://www.manhard.eu/upload/webshop/default_020502065.jpg?uid=0.4305078,Spitse punt,"VICTORINOX steekmes, spitse punt",Messen,VICTORINOX messen,Steekmes,Zwart,16 cm,"€ 12,97"
http://www.manhard.eu/upload/webshop/default_020502065.jpg?uid=0.4305078,Spitse punt,"VICTORINOX steekmes, spitse punt",Messen,VICTORINOX messen,Steekmes,Zwart,18 cm,"€ 14,61"
http://www.manhard.eu/upload/webshop/default_020502065.jpg?uid=0.4305078,Spitse punt,"VICTORINOX steekmes, spitse punt",Messen,VICTORINOX messen,Steekmes,Zwart,20 cm,"€ 17,8"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Rood,12 cm,"€ 10,09"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Rood,15 cm,"€ 11,13"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Blauw,12 cm,"€ 10,09"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Blauw,15 cm,"€ 11,13"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Zwart,12 cm,"€ 9,78"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Zwart,15 cm,"€ 10,87"
http://www.manhard.eu/upload/webshop/default_020501056.jpg?uid=0.3785669,Smal gebogen,"VICTORINOX uitbeenmes, smal, gebogen",Messen,VICTORINOX messen,Uitbeenmes,Geel,12 cm,"€ 10,11"
http://www.manhard.eu/upload/webshop/default_020420021.jpg?uid=0.1319239,Officemes,"MANHARD officemes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,9 cm,"€ 13,75"
http://www.manhard.eu/upload/webshop/default_020420021.jpg?uid=0.1319239,Officemes,"MANHARD officemes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,12 cm,"€ 14,45"
http://www.manhard.eu/upload/webshop/default_020306007.jpg?uid=0.8571131,Haring,MANHARD haring fileermes,Messen,ICEL vismessen,Fileermes,Zwart,6 cm,"€ 3,93"
http://www.manhard.eu/upload/webshop/default_020420018.jpg?uid=0.192135,Vleesmes,"MANHARD vleesmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,16 cm,"€ 19,78"
http://www.manhard.eu/upload/webshop/default_020420018.jpg?uid=0.192135,Vleesmes,"MANHARD vleesmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,18 cm,"€ 23,17"
http://www.manhard.eu/upload/webshop/default_020420018.jpg?uid=0.192135,Vleesmes,"MANHARD vleesmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,21 cm,"€ 24,93"
http://www.manhard.eu/upload/webshop/default_020420018.jpg?uid=0.192135,Vleesmes,"MANHARD vleesmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,23 cm,"€ 26,77"
http://www.manhard.eu/upload/webshop/default_020420018.jpg?uid=0.192135,Vleesmes,"MANHARD vleesmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,26 cm,"€ 28,85"
http://www.manhard.eu/upload/webshop/default_020306005.jpg?uid=0.4387171,Urker,"ICEL URKER fileermes, smal, hout",Messen,ICEL vismessen,Fileermes,n.v.t.,16 cm,"€ 7,89"
http://www.manhard.eu/upload/webshop/default_020306005.jpg?uid=0.4387171,Urker,"ICEL/PROFLEX Microban® URKER fileermes, smal",Messen,ICEL vismessen,Fileermes,Geel,16 cm,"€ 6,86"
http://www.manhard.eu/upload/webshop/default_020306005.jpg?uid=0.4387171,Urker,"ICEL/PROFLEX URKER Microban® fileermes, breed",Messen,ICEL vismessen,Fileermes,Geel,16 cm,"€ 8,53"
http://www.manhard.eu/upload/webshop/default_020306005.jpg?uid=0.4387171,Urker,"ICEL/PROFLEX URKER Microban® fileermes, smal",Messen,ICEL vismessen,Fileermes,Blauw,16 cm,"€ 6,86"
http://www.manhard.eu/upload/webshop/default_020306005.jpg?uid=0.4387171,Urker,"ICEL/PROFLEX Microban® URKER fileermes, breed",Messen,ICEL vismessen,Fileermes,Blauw,16 cm,"€ 8,53"
http://www.manhard.eu/upload/webshop/default_020306065.jpg?uid=2.221316E-02,Haring kaakmes,"MANHARD haring kaakmes, hout",Messen,ICEL vismessen,Fileermes,n.v.t.,4 cm,"€ 3,27"
http://www.manhard.eu/upload/webshop/default_020306065.jpg?uid=2.221316E-02,Haring kaakmes,MANHARD haring kaakmes,Messen,ICEL vismessen,Fileermes,Zwart,4 cm,"€ 3,56"
http://www.manhard.eu/upload/webshop/default_020306006.jpg?uid=0.8851282,Kabeljauw,"ICEL/PROFLEX Microban® kabeljauw fileermes, flexibel",Messen,ICEL vismessen,Fileermes,Blauw,17 cm,"€ 8,96"
http://www.manhard.eu/upload/webshop/default_020306006.jpg?uid=0.8851282,Kabeljauw,ICEL/PROFLEX Microban® kabeljauw fileermes,Messen,ICEL vismessen,Fileermes,Blauw,17 cm,"€ 8,96"
http://www.manhard.eu/upload/webshop/default_020420024.jpg?uid=0.5960047,Tomaten-/kaasmes,"MANHARD tomaten-/kaasmes, gesmeed",Messen,MANHARD/ICEL horeca,Smeedijzeren messen,Zwart,13 cm,"€ 16,81"
